Compound;DrugClass;InChIKey;InChIKeyShort;SMILES
JWH-073 4-methylnaphthyl analog;Cannabinoids;DOKBVCMQPGKQGV-UHFFFAOYSA-N;DOKBVCMQPGKQGV;O=C(C1=CN(CCCC)C2=C1C=CC=C2)C3=CC=C(C)C4=CC=CC=C43
JWH-073 6-Methoxyindole Analogue;Cannabinoids;YFQNBXNHANIAJR-UHFFFAOYSA-N;YFQNBXNHANIAJR;O=C(C1=CN(CCCC)C2=C1C=CC(OC)=C2)C3=CC=CC4=C3C=CC=C4
JWH-073 N-(3-hydroxybutyl) metabolite;Cannabinoids;YPRJGJFJMZOUSH-UHFFFAOYSA-N;YPRJGJFJMZOUSH;O=C(C1=CN(CCC(O)C)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3
JWH-073 N-(4-hydroxybutyl) metabolite;Cannabinoids;FIBVDFAPDNJBNI-UHFFFAOYSA-N;FIBVDFAPDNJBNI;O=C(C1=CN(CCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3
JWH-073 N-butanoic acid;Cannabinoids;YQRYKVLRMJAKGU-UHFFFAOYSA-N;YQRYKVLRMJAKGU;O=C(O)CCCN1C=C(C(C2=C3C=CC=CC3=CC=C2)=O)C4=C1C=CC=C4
JWH-073-3-Methyl;Cannabinoids;BBNUROBSKAJPGN-UHFFFAOYSA-N;BBNUROBSKAJPGN;O=C(C1=CN(CCC(C)C)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3
JWH-073-M-2-OH-Ind;Cannabinoids;HLQUZHWENOKGOT-UHFFFAOYSA-N;HLQUZHWENOKGOT;O=C(C1=C(O)N(CCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3
JWH-073-M-7-OH-Ind;Cannabinoids;RERSSQCTZKUWMM-UHFFFAOYSA-N;RERSSQCTZKUWMM;O=C(C1=CN(CCCC)C2=C1C=CC=C2O)C3=C4C=CC=CC4=CC=C3
JWH-079;Cannabinoids;SKDUHKSZHNFWML-UHFFFAOYSA-N;SKDUHKSZHNFWML;O=C(C1=C2C=CC=CC2=C(OC)C=C1)C3=CN(CCC)C4=C3C=CC=C4
JWH-080;Cannabinoids;PGOAKRPGOLHODL-UHFFFAOYSA-N;PGOAKRPGOLHODL;O=C(C1=CN(CCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(OC)C=C3
JWH-081;Cannabinoids;UBMPKJKGUQDHRM-UHFFFAOYSA-N;UBMPKJKGUQDHRM;COC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCC
JWH-081 (4-OH-Naphthyl);Cannabinoids;SVZBBFXTYNKESE-UHFFFAOYSA-N;SVZBBFXTYNKESE;OC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCC
JWH-081 (4-OH-Pentyl);Cannabinoids;BMDREMSYCUDCJJ-UHFFFAOYSA-N;BMDREMSYCUDCJJ;OC(CCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=C(C2=CC=CC=C12)OC)C
JWH-081 (5-OH-Pentyl);Cannabinoids;MCDCEPNRUDLEJP-UHFFFAOYSA-N;MCDCEPNRUDLEJP;OCCCCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=C(C2=CC=CC=C12)OC
JWH-081 (Pentanoic acid);Cannabinoids;WPMGCTPEKHVDAS-UHFFFAOYSA-N;WPMGCTPEKHVDAS;O=C(O)CCCCN1C=C(C(C2=C3C=CC=CC3=C(OC)C=C2)=O)C4=C1C=CC=C4
JWH-081 N-(Cyclohexylmethyl) Analogue;Cannabinoids;LMENRXZOUBANKQ-UHFFFAOYSA-N;LMENRXZOUBANKQ;O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=C(OC)C=C4
JWH-082;Cannabinoids;MDSOBORAMUELLW-UHFFFAOYSA-N;MDSOBORAMUELLW;O=C(C1=CN(CCCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(OC)C=C3
JWH-098;Cannabinoids;CNTCHEBQQFICNR-UHFFFAOYSA-N;CNTCHEBQQFICNR;O=C(C1=C2C=CC=CC2=C(OC)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-116;Cannabinoids;AQHPTHKEKSWGPO-UHFFFAOYSA-N;AQHPTHKEKSWGPO;CCCCCN1C2=CC=CC=C2C(=C1CC)C(=O)C3=CC=CC4=CC=CC=C43
JWH-122;Cannabinoids;HUKJQMKQFWYIHS-UHFFFAOYSA-N;HUKJQMKQFWYIHS;O=C(C1=C2C=CC=CC2=C(C)C=C1)C3=CN(CCCCC)C4=C3C=CC=C4
JWH-122 (2-OH-Pentyl);Cannabinoids;DCYBDANVHVBHDY-UHFFFAOYSA-N;DCYBDANVHVBHDY;CC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CC(CCC)O
JWH-122 (3-OH-Pentyl);Cannabinoids;VAWKYPGXYKSGLV-UHFFFAOYSA-N;VAWKYPGXYKSGLV;CC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCC(CC)O
JWH-122 (4-OH-Pentyl);Cannabinoids;CLPJTHSXFZPIBP-UHFFFAOYSA-N;CLPJTHSXFZPIBP;OC(CCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=C(C2=CC=CC=C12)C)C
JWH-122 (5-OH-indole);Cannabinoids;QCLPKZDUWCGOOD-UHFFFAOYSA-N;QCLPKZDUWCGOOD;CC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=C(C=C12)O)CCCCC
JWH-122 (5-OH-Pentyl);Cannabinoids;JRALTDRFXRCGRH-UHFFFAOYSA-N;JRALTDRFXRCGRH;O=C(C1=CN(CCCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(C)C=C3
JWH-122 (6-OH-indole);Cannabinoids;NRYLTVFCDBIKBG-UHFFFAOYSA-N;NRYLTVFCDBIKBG;CC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC(=CC=C12)O)CCCCC
JWH-122 N-(4-pentenyl) Analog;Cannabinoids;FJRCMNJZLRNCND-UHFFFAOYSA-N;FJRCMNJZLRNCND;CC1=CC=C(C2=CC=CC=C12)C(=O)C3=CN(C4=CC=CC=C43)CCCC=C
JWH-122 N-(5-chloropentyl) derivative;Cannabinoids;MGKPPIQCXPTZFK-UHFFFAOYSA-N;MGKPPIQCXPTZFK;O=C(C1=CN(CCCCCCl)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(C)C=C3
JWH-122 pentenyl 2-methylindole derivative;Cannabinoids;BHIDJUOUNKKESL-UHFFFAOYSA-N;BHIDJUOUNKKESL;O=C(C1=C(C)N(CCCC=C)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(C)C=C3
JWH-133;Cannabinoids;YSBFLLZNALVODA-RBUKOAKNSA-N;YSBFLLZNALVODA;[H][C@@]12CC(C)=CC[C@@]1([H])C(C)(C)OC1=C2C=CC(=C1)C(C)(C)CCC
JWH-145;Cannabinoids;JLXYYSHMURZHKI-UHFFFAOYSA-N;JLXYYSHMURZHKI;O=C(C1=C2C=CC=CC2=CC=C1)C3=CN(CCCCC)C(C4=CC=CC=C4)=C3
JWH-146;Cannabinoids;JDBFNFBWXVCTSA-UHFFFAOYSA-N;JDBFNFBWXVCTSA;O=C(C1=CN(CCCCCCC)C(C2=CC=CC=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-147;Cannabinoids;FRMYAMAGHYHNKF-UHFFFAOYSA-N;FRMYAMAGHYHNKF;O=C(C1=CN(CCCCCC)C(C2=CC=CC=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-149;Cannabinoids;JTJAMXUOXJGSCW-UHFFFAOYSA-N;JTJAMXUOXJGSCW;O=C(C1=C2C=CC=CC2=C(C)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-150;Cannabinoids;PTIAQHRJOQEMCO-UHFFFAOYSA-N;PTIAQHRJOQEMCO;O=C(C1=CN(CCCC)C(C2=CC=CC=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-166;Cannabinoids;JCOOBICVPDFZNX-UHFFFAOYSA-N;JCOOBICVPDFZNX;O=C(C1=C2C=CC(OC)=CC2=CC=C1)C3=CN(CCCCC)C4=C3C=CC=C4
JWH-167;Cannabinoids;AMCPOEOUXQWESI-UHFFFAOYSA-N;AMCPOEOUXQWESI;CCCCCN1C=C(C(CC2=CC=CC=C2)=O)C3=C1C=CC=C3
JWH-175;Cannabinoids;TYBRSILIYTUTSQ-UHFFFAOYSA-N;TYBRSILIYTUTSQ;CCCCCN1C=C(CC2=CC=CC3=CC=CC=C23)C2=CC=CC=C12
JWH-176;Cannabinoids;FPESBQVTVSBBSE-XLNRJJMWSA-N;FPESBQVTVSBBSE;[H]\C(=C1/C=C(CCCCC)C2=CC=CC=C12)C1=CC=CC2=CC=CC=C12
JWH-180;Cannabinoids;BMOMWXXAVVSIRU-UHFFFAOYSA-N;BMOMWXXAVVSIRU;O=C(C1=CN(CCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(CCC)C=C3
JWH-181;Cannabinoids;MRZUOBIFOHQHRD-UHFFFAOYSA-N;MRZUOBIFOHQHRD;O=C(C1=C(C)N(CCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(CCC)C=C3
JWH-182;Cannabinoids;AKGUMDFQXWZHHS-UHFFFAOYSA-N;AKGUMDFQXWZHHS;O=C(C1=CN(CCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(CCC)C=C3
JWH-189;Cannabinoids;DDZUMCIFOVRXDH-UHFFFAOYSA-N;DDZUMCIFOVRXDH;O=C(C1=C(C)N(CCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(CCC)C=C3
JWH-193;Cannabinoids;ICKWPPYMDARCKJ-UHFFFAOYSA-N;ICKWPPYMDARCKJ;O=C(C1=C2C=CC=CC2=C(C)C=C1)C3=CN(CCN4CCOCC4)C5=C3C=CC=C5
JWH-198;Cannabinoids;QWHSUXWDDKWTOG-UHFFFAOYSA-N;QWHSUXWDDKWTOG;O=C(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=C(OC)C=C4
JWH-200;Cannabinoids;SZWYXJHTNGJPKU-UHFFFAOYSA-N;SZWYXJHTNGJPKU;O=C(C1=CC=CC2=C1C=CC=C2)C3=CN(C4=C3C=CC=C4)CCN5CCOCC5
JWH-200 (5-OH-indole);Cannabinoids;VTWRVIWPNCLGLT-UHFFFAOYSA-N;VTWRVIWPNCLGLT;OC=1C=C2C(=CN(C2=CC1)CCN1CCOCC1)C(=O)C1=CC=CC2=CC=CC=C12
JWH-200 (6-OH-indole);Cannabinoids;PRMFDACRPWNMJK-UHFFFAOYSA-N;PRMFDACRPWNMJK;OC1=CC=C2C(=CN(C2=C1)CCN1CCOCC1)C(=O)C1=CC=CC2=CC=CC=C12
JWH-200 Analogue;Cannabinoids;MBMNSYXHFHEPMX-BMRADRMJSA-N;MBMNSYXHFHEPMX;O=C(/C=C(C(C)(C)C)\C)C1=CN(CCN2CCOCC2)C3=CC=CC=C31
JWH-200-M-4-OH-Ind;Cannabinoids;BZFDQRQHYLPNHW-UHFFFAOYSA-N;BZFDQRQHYLPNHW;O=C(C1=CN(CCN2CCOCC2)C3=C1C(O)=CC=C3)C4=C5C=CC=CC5=CC=C4
JWH-201;Cannabinoids;KQRKUKYSZPHOKC-UHFFFAOYSA-N;KQRKUKYSZPHOKC;CCCCCN1C=C(C(CC2=CC=C(OC)C=C2)=O)C3=C1C=CC=C3
JWH-203;Cannabinoids;YDINKDBAZJOSLV-UHFFFAOYSA-N;YDINKDBAZJOSLV;CCCCCN1C=C(C(CC2=CC=CC=C2Cl)=O)C3=C1C=CC=C3
JWH-203 (4-OH-Pentyl);Cannabinoids;ALUOSHHIHVCMCU-UHFFFAOYSA-N;ALUOSHHIHVCMCU;ClC1=C(C=CC=C1)CC(=O)C1=CN(C2=CC=CC=C12)CCCC(C)O
JWH-203 (5-OH-Pentyl);Cannabinoids;RFHPYWJZEUWQOM-UHFFFAOYSA-N;RFHPYWJZEUWQOM;O=C(C1=CN(CCCCCO)C2=C1C=CC=C2)CC3=CC=CC=C3Cl
JWH-203 N-pentanoic acid;Cannabinoids;VFGXRQTXBKIHBH-UHFFFAOYSA-N;VFGXRQTXBKIHBH;ClC1=C(C=CC=C1)CC(=O)C1=CN(C2=CC=CC=C12)CCCCC(=O)O
JWH-204;Cannabinoids;JUWWNZZHFZTXED-UHFFFAOYSA-N;JUWWNZZHFZTXED;CCCCCN1C(C)=C(C(CC2=CC=CC=C2Cl)=O)C3=C1C=CC=C3
JWH-210;Cannabinoids;LACIUQLUNACUKC-UHFFFAOYSA-N;LACIUQLUNACUKC;C(C)C1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCC
JWH-210 (4-OH-Pentyl);Cannabinoids;QRNSSTWZDKYLOO-UHFFFAOYSA-N;QRNSSTWZDKYLOO;C(C)C1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCC(C)O
JWH-210 (5-OH-indole);Cannabinoids;HNBLEUDMHIXXJB-UHFFFAOYSA-N;HNBLEUDMHIXXJB;C(C)C1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=C(C=C12)O)CCCCC
JWH-210 (5-OH-Pentyl);Cannabinoids;YKJSXHMELGMWOB-UHFFFAOYSA-N;YKJSXHMELGMWOB;O=C(C1=C2C=CC=CC2=C(CC)C=C1)C3=CN(CCCCCO)C4=C3C=CC=C4
JWH-210 N-pentanoic acid;Cannabinoids;PKGSQKIUCYVUDF-UHFFFAOYSA-N;PKGSQKIUCYVUDF;C(C)C1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCC(=O)O
JWH-211;Cannabinoids;DGMWDWZKLFRCMQ-UHFFFAOYSA-N;DGMWDWZKLFRCMQ;O=C(C1=C2C=CC=CC2=C(CC)C=C1)C3=C(C)N(CCC)C4=C3C=CC=C4
JWH-212;Cannabinoids;NDMJIRUJOQIHLL-UHFFFAOYSA-N;NDMJIRUJOQIHLL;O=C(C1=C2C=CC=CC2=C(CC)C=C1)C3=CN(CCC)C4=C3C=CC=C4
JWH-213;Cannabinoids;JAVDQKMSPNBPCK-UHFFFAOYSA-N;JAVDQKMSPNBPCK;O=C(C1=C2C=CC=CC2=C(CC)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-234;Cannabinoids;NLUGKAUYCBHVKU-UHFFFAOYSA-N;NLUGKAUYCBHVKU;C(C)C1=CC=C2C=CC=C(C2=C1)C(=O)C1=CN(C2=CC=CC=C12)CCCCC
JWH-240;Cannabinoids;QMGRHEZANABNDI-UHFFFAOYSA-N;QMGRHEZANABNDI;O=C(C1=C2C=CC=CC2=C(CCCC)C=C1)C3=CN(CCCCC)C4=C3C=CC=C4
JWH-242;Cannabinoids;MZJYEWXYEBBSAL-UHFFFAOYSA-N;MZJYEWXYEBBSAL;O=C(C1=C2C=CC=CC2=C(CCCC)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-246;Cannabinoids;UVJANPIKZUBGAE-UHFFFAOYSA-N;UVJANPIKZUBGAE;O=C(C1=CN(CCCCC)C(C2=CC=CC(Cl)=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-249;Cannabinoids;CGQRVOHECAULLB-UHFFFAOYSA-N;CGQRVOHECAULLB;CCCCCN1C=C(C(CC2=CC=CC=C2Br)=O)C3=C1C=CC=C3
JWH-250;Cannabinoids;FFLSJIQJQKDDCM-UHFFFAOYSA-N;FFLSJIQJQKDDCM;C(CCCC)N1C=C(C2=CC=CC=C12)C(CC1=C(C=CC=C1)OC)=O
JWH-250 (4-OH-Pentyl);Cannabinoids;GMXLLEJMDHWZNM-UHFFFAOYSA-N;GMXLLEJMDHWZNM;OC(CCCN1C=C(C2=CC=CC=C12)C(CC1=C(C=CC=C1)OC)=O)C
JWH-250 (5-OH-indole);Cannabinoids;BZBRKUXWVBPICN-UHFFFAOYSA-N;BZBRKUXWVBPICN;OC=1C=C2C(=CN(C2=CC1)CCCCC)C(CC1=C(C=CC=C1)OC)=O
JWH-250 (5-OH-Pentyl);Cannabinoids;BEAGHVHOGRTTHK-UHFFFAOYSA-N;BEAGHVHOGRTTHK;O=C(C1=CN(CCCCCO)C2=C1C=CC=C2)CC3=CC=CC=C3OC
JWH-250 N-pentanoic acid;Cannabinoids;ZJUJIZZOEBFIKY-UHFFFAOYSA-N;ZJUJIZZOEBFIKY;COC1=C(C=CC=C1)CC(=O)C1=CN(C2=CC=CC=C12)CCCCC(=O)O
JWH-251;Cannabinoids;YBIPNGRKUAVSBG-UHFFFAOYSA-N;YBIPNGRKUAVSBG;CCCCCN1C=C(C(CC2=CC=CC=C2C)=O)C3=C1C=CC=C3
JWH-252;Cannabinoids;NHQVWPJMCINXPI-UHFFFAOYSA-N;NHQVWPJMCINXPI;CC1=CC=CC=C1CC(C2=C(C)N(CCCCC)C3=C2C=CC=C3)=O
JWH-253;Cannabinoids;QZLRCHSRCYFMFK-UHFFFAOYSA-N;QZLRCHSRCYFMFK;CCCCCN1C(C)=C(C(CC2=CC=CC(OC)=C2)=O)C3=C1C=CC=C3
JWH-267;Cannabinoids;BWBLGFVKOJDYSU-UHFFFAOYSA-N;BWBLGFVKOJDYSU;COC1=C(C2=CC=CC=C2C=C1)C(=O)C1=CN(C2=CC=CC=C12)CCCCC
JWH-292;Cannabinoids;RWYPPHVLXFTKAG-UHFFFAOYSA-N;RWYPPHVLXFTKAG;O=C(C1=CN(CCCCC)C(C2=CC=CC=C2OC)=C1)C3=C4C=CC=CC4=CC=C3
JWH-302;Cannabinoids;XZVYWLVYUAQEIM-UHFFFAOYSA-N;XZVYWLVYUAQEIM;CCCCCN1C=C(C(CC2=CC=CC(OC)=C2)=O)C3=C1C=CC=C3
JWH-305;Cannabinoids;VCQGIPSJKBCBFO-UHFFFAOYSA-N;VCQGIPSJKBCBFO;CCCCCN1C(C)=C(C(CC2=CC=CC=C2Br)=O)C3=C1C=CC=C3
JWH-307;Cannabinoids;WYNZPDDTQGVCLZ-UHFFFAOYSA-N;WYNZPDDTQGVCLZ;O=C(C1=CN(CCCCC)C(C2=CC=CC=C2F)=C1)C3=C4C=CC=CC4=CC=C3
JWH-307 brominated analogue;Cannabinoids;GYHBVANGMQFUKJ-UHFFFAOYSA-N;GYHBVANGMQFUKJ;O=C(C1=CN(CCCCC)C(C2=CC=CC=C2Br)=C1)C3=C4C=CC=CC4=CC=C3
JWH-308;Cannabinoids;PJNACIYIFHTDCK-UHFFFAOYSA-N;PJNACIYIFHTDCK;CCCCCN1C(C2=CC=C(F)C=C2)=CC(C(C3=C4C=CC=CC4=CC=C3)=O)=C1
JWH-309;Cannabinoids;WVISOUYKTUUDFW-UHFFFAOYSA-N;WVISOUYKTUUDFW;CCCCCN1C(C2=C3C=CC=CC3=CC=C2)=CC(C(C4=C5C=CC=CC5=CC=C4)=O)=C1
JWH-311;Cannabinoids;RLINGXSUWCVHIQ-UHFFFAOYSA-N;RLINGXSUWCVHIQ;CCCCCN1C=C(C(CC2=CC=CC=C2F)=O)C3=C1C=CC=C3
JWH-314;Cannabinoids;SMBDYSPMOWAQKQ-UHFFFAOYSA-N;SMBDYSPMOWAQKQ;CCCCCN1C(C)=C(C(CC2=CC=CC=C2F)=O)C3=C1C=CC=C3
JWH-364;Cannabinoids;VJWBAPGRMUZBEH-UHFFFAOYSA-N;VJWBAPGRMUZBEH;O=C(C1=CN(CCCCC)C(C2=CC=C(CC)C=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-368;Cannabinoids;OCOICOMCAJNSCA-UHFFFAOYSA-N;OCOICOMCAJNSCA;O=C(C1=CN(CCCCC)C(C2=CC=CC(F)=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-369;Cannabinoids;SUELCWQJMQQCTF-UHFFFAOYSA-N;SUELCWQJMQQCTF;CCCCCN1C(C2=CC=CC=C2Cl)=CC(C(C3=C4C=CC=CC4=CC=C3)=O)=C1
JWH-370;Cannabinoids;HZMLAMXVETUEJZ-UHFFFAOYSA-N;HZMLAMXVETUEJZ;O=C(C1=CN(CCCCC)C(C2=CC=CC=C2C)=C1)C3=C4C=CC=CC4=CC=C3
JWH-371;Cannabinoids;PKNGYYSGLHBRGC-UHFFFAOYSA-N;PKNGYYSGLHBRGC;O=C(C1=CN(CCCCC)C(C2=CC=C(CCCC)C=C2)=C1)C3=C4C=CC=CC4=CC=C3
JWH-386;Cannabinoids;WVIZNXOUOCIGAS-UHFFFAOYSA-N;WVIZNXOUOCIGAS;O=C(C1=C2C=CC=CC2=C(Br)C=C1)C3=CN(CCC)C4=C3C=CC=C4
JWH-387;Cannabinoids;GRWSWDKSCZKGSY-UHFFFAOYSA-N;GRWSWDKSCZKGSY;O=C(C1=C2C=CC=CC2=C(Br)C=C1)C3=CN(CCCCC)C4=C3C=CC=C4
JWH-394;Cannabinoids;RFJVQUYCUPFOIP-UHFFFAOYSA-N;RFJVQUYCUPFOIP;O=C(C1=C(C)N(CCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(Br)C=C3
JWH-397;Cannabinoids;UOKFJJUVHMPGSE-UHFFFAOYSA-N;UOKFJJUVHMPGSE;O=C(C1=C2C=CC=CC2=C(Cl)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-398;Cannabinoids;IUWBHGFOHXVVKV-UHFFFAOYSA-N;IUWBHGFOHXVVKV;CCCCCN1C2=C(C=CC=C2)C(C(C3=CC=C(Cl)C4=C3C=CC=C4)=O)=C1
JWH-398 (4-OH-Pentyl);Cannabinoids;KDHNVFXZDOAZAI-UHFFFAOYSA-N;KDHNVFXZDOAZAI;ClC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCC(C)O
JWH-398 (5-OH-Pentyl);Cannabinoids;CYMQEAJNLISWKK-UHFFFAOYSA-N;CYMQEAJNLISWKK;ClC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCCO
JWH-398 (N-Pentanoic acid);Cannabinoids;VTGKQZQQXCKOOD-UHFFFAOYSA-N;VTGKQZQQXCKOOD;ClC1=CC=C(C2=CC=CC=C12)C(=O)C1=CN(C2=CC=CC=C12)CCCCC(=O)O
JWH-400;Cannabinoids;KGXJBLWHKBDEOZ-UHFFFAOYSA-N;KGXJBLWHKBDEOZ;O=C(C1=C2C=CC=CC2=C(Cl)C=C1)C3=CN(CCC)C4=C3C=CC=C4
JWH-412;Cannabinoids;HDWMKVHXWFNFQW-UHFFFAOYSA-N;HDWMKVHXWFNFQW;O=C(C1=C2C=CC=CC2=C(F)C=C1)C3=CN(CCCCC)C4=C3C=CC=C4
JWH-413;Cannabinoids;IBCGCPIEVOHYAS-UHFFFAOYSA-N;IBCGCPIEVOHYAS;O=C(C1=C2C=CC=CC2=C(F)C=C1)C3=C(C)N(CCCCC)C4=C3C=CC=C4
JWH-424;Cannabinoids;QXZYVJRMQVOOEQ-UHFFFAOYSA-N;QXZYVJRMQVOOEQ;O=C(C1=C2C(Br)=CC=CC2=CC=C1)C3=CN(CCCCC)C4=C3C=CC=C4
Kavain;Plants & extracts;XEAQIWGXBXCYFX-GUOLPTJISA-N;XEAQIWGXBXCYFX;O=C1C=C(OC)C[C@H](/C=C/C2=CC=CC=C2)O1
Ketamine;Arylcyclohexylamines;YQEZLKZALYSWHR-UHFFFAOYSA-N;YQEZLKZALYSWHR;ClC1=C(C=CC=C1)C1(C(CCCC1)=O)NC
Ketazolam;Benzodiazepines;PWAJCNITSBZRBL-UHFFFAOYSA-N;PWAJCNITSBZRBL;ClC=1C=CC2=C(C3(N(CC(N2C)=O)C(C=C(O3)C)=O)C3=CC=CC=C3)C1
Lacosamide;Unknown;VPPJLAIAVCUEMN-GFCCVEGCSA-N;VPPJLAIAVCUEMN;[H][C@](COC)(N=C(C)O)C(O)=NCC1=CC=CC=C1
LAMPA;Indolalkylamines;CZRJGQXHVRNZRZ-RDTXWAMCSA-N;CZRJGQXHVRNZRZ;CN(C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(C2=C1)=C34)C)CCC
Levamisole;Unknown;HLFSDGLLUJUHTE-SNVBAGLBSA-N;HLFSDGLLUJUHTE;C12=N[C@@H](C3=CC=CC=C3)CN1CCS2
Levorphanol;Unknown;JAQUASYNZVUNQP-USXIJHARSA-N;JAQUASYNZVUNQP;CN1CC[C@@]23C=4C=C(C=CC4C[C@@H]1[C@@H]2CCCC3)O
LH-21;Cannabinoids;USJFDADYVUDVAX-UHFFFAOYSA-N;USJFDADYVUDVAX;CCCCCCC1=NN(C2=CC=C(Cl)C=C2Cl)C(C3=CC=C(Cl)C=C3)=N1
Lidocaine;Unknown;NNJVILVZKWQKPM-UHFFFAOYSA-N;NNJVILVZKWQKPM;C(C)N(CC(=O)NC1=C(C=CC=C1C)C)CC
Lisdexamphetamine;Phenethylamines;VOBHXZCDAVEXEY-JSGCOSHPSA-N;VOBHXZCDAVEXEY;N[C@H](C(=O)N[C@H](CC1=CC=CC=C1)C)CCCCN
Lofendazam;Benzodiazepines;IUJQOUHDFKALCY-UHFFFAOYSA-N;IUJQOUHDFKALCY;ClC=1C=CC2=C(N(C(CCN2)=O)C2=CC=CC=C2)C1
Lofentanil;Opioids;IMYHGORQCPYVBZ-NLFFAJNJSA-N;IMYHGORQCPYVBZ;O=C([C@]1(N(C2=CC=CC=C2)C(CC)=O)[C@@H](C)CN(CCC3=CC=CC=C3)CC1)OC
Lopirazepam;Benzodiazepines;JEJOFYTVMFVKQA-UHFFFAOYSA-N;JEJOFYTVMFVKQA;ClC=1C=CC=2NC(C(N=C(C2N1)C1=C(C=CC=C1)Cl)O)=O
Loprazolam;Benzodiazepines;UTEFBSAVJNEPTR-RGEXLXHISA-N;UTEFBSAVJNEPTR;ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)[N+](=O)[O-])C(/C(/N2)=C/N2CCN(CC2)C)=O
Lorazepam;Benzodiazepines;DIWRORZWFLOCLC-UHFFFAOYSA-N;DIWRORZWFLOCLC;ClC=1C=CC2=C(C(=NC(C(N2)=O)O)C2=C(C=CC=C2)Cl)C1
Lormetazepam;Benzodiazepines;FJIKWRGCXUCUIG-UHFFFAOYSA-N;FJIKWRGCXUCUIG;ClC=1C=CC2=C(C(=NC(C(N2C)=O)O)C2=C(C=CC=C2)Cl)C1
LSA;Indolalkylamines;GENAHGKEFJLNJB-QMTHXVAHSA-N;GENAHGKEFJLNJB;O=C([C@H](C=C12)CN(C)[C@]2([H])CC3=CNC4=C3C1=CC=C4)N
LSD;Indolalkylamines;VAYOSLLFUXYJDT-RDTXWAMCSA-N;VAYOSLLFUXYJDT;C(C)N(C(=O)[C@@H]1C=C2C=3C=CC=C4NC=C(C[C@H]2N(C1)C)C34)CC
LSM-775;Indolalkylamines;OTQWCDNEJVKXKG-RDTXWAMCSA-N;OTQWCDNEJVKXKG;CN1C[C@@H](C=C2C=3C=CC=C4NC=C(C[C@@H]12)C34)C(=O)N3CCOCC3
LSZ;Indolalkylamines;DUKNIHFTDAXJON-CTQRGLTFSA-N;DUKNIHFTDAXJON;O=C([C@H](C=C12)CN(C)[C@]2([H])CC3=CNC4=C3C1=CC=C4)N5[C@@H](C)C[C@@H]5C
