Compound,DrugClass,InChIKey,InChIKeyShort,SMILES,Predicted_IE,Low_IE_boundary,High_IE_boundary
Fentanyl para tolyl acetyl analog,Opioids,JNQPTABAZAHVEN-UHFFFAOYSA-N,JNQPTABAZAHVEN,CC1=CC=C(C=C1)N(C(C)=O)C1CCN(CC1)CCC1=CC=CC=C1,4.256333531601054,3.65041410962464,4.256333531601054
Fentranyl,Opioids,YOKFXXJHMBYPRF-UHFFFAOYSA-N,YOKFXXJHMBYPRF,C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)C1C(C1)C1=CC=CC=C1,4.288035728569774,3.6636455561219154,4.288035728569774
Fladrafinil,Unknown,VKGUUSVYPXTWMA-UHFFFAOYSA-N,VKGUUSVYPXTWMA,O=C(NO)CS(C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2)=O,1.8857717560883889,1.5694053089820483,2.168000573599799
Fletazepam,Benzodiazepines,CIZCSUNUBQXVFP-UHFFFAOYSA-N,CIZCSUNUBQXVFP,ClC=1C=CC2=C(C(=NCCN2CC(F)(F)F)C2=C(C=CC=C2)F)C1,3.5758831551964865,3.183750608703625,3.625837801743777
Flibanserin,Piperazine derivates,PPRRDFIXUUSXRA-UHFFFAOYSA-N,PPRRDFIXUUSXRA,O=C1N(CCN2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C4=CC=CC=C4N1,3.6978412302682058,3.1755504634563207,3.816161835360899
Fluadinazolam,Benzodiazepines,YCELIAHHTLUQQU-UHFFFAOYSA-N,YCELIAHHTLUQQU,ClC=1C=CC2=C(C(=NCC=3N2C(=NN3)CN(C)C)C3=C(C=CC=C3)F)C1,3.781586186598261,3.397717478364451,3.9875304373015075
Flualprazolam,Benzodiazepines,MPZVLJCMGPYWQQ-UHFFFAOYSA-N,MPZVLJCMGPYWQQ,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,3.705696211449802,3.2618409064510665,3.7655367044789037
Flubromazepam,Benzodiazepines,ZRKDDZBVSZLOFS-UHFFFAOYSA-N,ZRKDDZBVSZLOFS,O=C1NC2=CC=C(Br)C=C2C(C3=CC=CC=C3F)=NC1,3.1600845311887817,2.6853233067213007,3.1600845311887817
Flubromazepam Isomer,Benzodiazepines,APTIFBSTEIXFOB-UHFFFAOYSA-N,APTIFBSTEIXFOB,O=C1NC2=CC=C(F)C=C2C(C3=CC=CC=C3Br)=NC1,3.136252681327217,2.654146426353866,3.1832646417812085
Flubromazolam,Benzodiazepines,VXGSZBZQCBNUIP-UHFFFAOYSA-N,VXGSZBZQCBNUIP,CC1=NN=C2N1C3=CC=C(Br)C=C3C(C4=CC=CC=C4F)=NC2,3.7749869481107963,3.2908216243172945,3.7749869481107963
Flubrometazepam,Benzodiazepines,KMADJPBGARDOAO-UHFFFAOYSA-N,KMADJPBGARDOAO,BrC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1,3.1152830312737825,2.6352502012146433,3.20817190184443
Flubrotizolam,Benzodiazepines,VOZDBDBHBXLWCG-UHFFFAOYSA-N,VOZDBDBHBXLWCG,BrC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)F,3.781196981676403,3.318782549499179,3.781196981676403
Fluclotizolam,Benzodiazepines,ZDYRCUZZLRLMHG-UHFFFAOYSA-N,ZDYRCUZZLRLMHG,ClC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)F,3.595846111583403,3.1334498019812194,3.595846111583403
Fludiazepam,Benzodiazepines,ROYOYTLGDLIGBX-UHFFFAOYSA-N,ROYOYTLGDLIGBX,ClC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1,3.1124890509779033,2.709485992076326,3.3358163035035133
Fluetizolam,Benzodiazepines,BCKPHENWWQCRCG-UHFFFAOYSA-N,BCKPHENWWQCRCG,C(C)C1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)F,3.8916724666759626,3.4267388398844054,3.8916724666759626
Fluloprazolam,Benzodiazepines,JYMHWJZLSYFHJD-RGEXLXHISA-N,JYMHWJZLSYFHJD,FC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)[N+](=O)[O-])C(/C(/N2)=C/N2CCN(CC2)C)=O,3.499584178534202,2.824003403765087,3.925512046816853
Flunitazene,Opioids,ZTWHIDCAGRMKTC-UHFFFAOYSA-N,ZTWHIDCAGRMKTC,C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)F)CC,3.814780502890673,3.2832874494996087,3.981996953940011
Flunitrazepam,Benzodiazepines,PPTYJKAXVCCBDU-UHFFFAOYSA-N,PPTYJKAXVCCBDU,O=C1N(C)C2=CC=C([N+]([O-])=O)C=C2C(C3=CC=CC=C3F)=NC1,2.712209689850256,2.2379945048889196,3.294398831098443
Flunitrazolam,Benzodiazepines,RDLAGIOILLWVTM-UHFFFAOYSA-N,RDLAGIOILLWVTM,FC1=C(C=CC=C1)C1=NCC2=NN=C(N2C2=CC=C(C=C12)[N+](=O)[O-])C,2.695087185533501,2.3390694328257475,3.0754467538206707
Fluoropentyl-norcarfentanil,Opioids,GOHUCAAMBKDPBP-UHFFFAOYSA-N,GOHUCAAMBKDPBP,FCCCCCN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=CC=C1,3.6419619055818315,2.832442554950157,3.8454810308790375
Flurazepam,Benzodiazepines,SAADBVWGJQAEFS-UHFFFAOYSA-N,SAADBVWGJQAEFS,ClC=1C=CC2=C(C(=NCC(N2CCN(CC)CC)=O)C2=C(C=CC=C2)F)C1,3.9316986052706815,3.1901330286490834,3.9316986052706815
Flutazolam,Benzodiazepines,WMFSSTNVXWNLKI-UHFFFAOYSA-N,WMFSSTNVXWNLKI,ClC=1C=CC2=C(C3(N(CC(N2CCO)=O)CCO3)C3=C(C=CC=C3)F)C1,2.9924336094523274,2.2122483536066455,3.4696705512884267
Flutemazepam,Benzodiazepines,RMFYWNFETXNTIQ-UHFFFAOYSA-N,RMFYWNFETXNTIQ,ClC=1C=CC2=C(C(=NC(C(N2C)=O)O)C2=C(C=CC=C2)F)C1,2.583213173606076,2.0836484722148843,3.237407996047851
Flutoprazepam,Benzodiazepines,OFVXPDXXVSGEPX-UHFFFAOYSA-N,OFVXPDXXVSGEPX,ClC=1C=CC2=C(C(=NCC(N2CC2CC2)=O)C2=C(C=CC=C2)F)C1,3.4150911008279836,2.94378595686021,3.6032122950611707
Formetorex,Phenethylamines,SGSYPSYCGPLSML-UHFFFAOYSA-N,SGSYPSYCGPLSML,O=CNC(C)CC1=CC=CC=C1,3.6240493996965224,2.721227272006592,3.6240493996965224
Fosazepam,Benzodiazepines,JMYCGCXYZZHWMO-UHFFFAOYSA-N,JMYCGCXYZZHWMO,O=C1N(CP(C)(C)=O)C2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=NC1,3.644125463985891,3.144712025804976,3.7453247918100483
FUB-144,Cannabinoids,UXOFEILQVZFLRH-UHFFFAOYSA-N,UXOFEILQVZFLRH,FC1=CC=C(CN2C=C(C3=CC=CC=C23)C(=O)C2C(C2(C)C)(C)C)C=C1,4.303341294795549,3.7271430089539237,4.303341294795549
FUB-AKB-48,Cannabinoids,MWBHSNBPUSKVDD-LPSAYFBNSA-N,MWBHSNBPUSKVDD,O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC45C[C@H]6C[C@](C5)([H])C[C@@](C6)([H])C4,3.906711451015684,3.2613230039582173,3.906711451015684
FUB-AMB,Cannabinoids,FRFFLYJQPCIIQB-SFHVURJKSA-N,FRFFLYJQPCIIQB,FC1=CC=C(C=C1)CN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)C,3.2298649912317807,2.6581033968478094,3.4621781666181866
FUBIMINA,Cannabinoids,KUESSZMROAFKQJ-UHFFFAOYSA-N,KUESSZMROAFKQJ,O=C(C1=NC2=CC=CC=C2N1CCCCCF)C3=C4C=CC=CC4=CC=C3,4.497320415806676,3.729604669979201,4.497320415806676
FUBIMINA N-pentanoic acid,Cannabinoids,WDHXEBUJPILWFI-UHFFFAOYSA-N,WDHXEBUJPILWFI,O=C(O)CCCCN1C(C(C2=C3C=CC=CC3=CC=C2)=O)=NC4=CC=CC=C14,4.174486287047524,3.6239414599173356,4.174486287047524
FUB-JWH-018,Cannabinoids,VREQTLWJHFQLEX-UHFFFAOYSA-N,VREQTLWJHFQLEX,O=C(C1=CC=CC2=C1C=CC=C2)C3=CN(CC4=CC=C(F)C=C4)C5=CC=CC=C53,4.688806972900506,3.954926143859333,4.688806972900506
FUB-NPB-22,Cannabinoids,NYHGKZZRRCVGAU-UHFFFAOYSA-N,NYHGKZZRRCVGAU,O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)OC4=C5N=CC=CC5=CC=C4,3.324649906222873,2.6456511972903867,3.324649906222873
FUB-PB-22,Cannabinoids,ROHVURVXAOMRJY-UHFFFAOYSA-N,ROHVURVXAOMRJY,O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)OC4=C5N=CC=CC5=CC=C4,3.8917425891342656,3.1465429726271545,3.8917425891342656
FUB-PB-22 3-Carboxyindole,Cannabinoids,MRLLPLNNVZERDA-UHFFFAOYSA-N,MRLLPLNNVZERDA,O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)O,3.3671501342842243,2.929989966096373,3.3671501342842243
Furan-3-ylfentanyl,Opioids,AEDOTOMIDAMDFC-UHFFFAOYSA-N,AEDOTOMIDAMDFC,C1(=CC=CC=C1)N(C(=O)C1=COC=C1)C1CCN(CC1)CCC1=CC=CC=C1,4.028208016145651,3.354884258567743,4.028208016145651
Furanyl benzyl fentanyl,Opioids,GDPJXHFICUEJBT-UHFFFAOYSA-N,GDPJXHFICUEJBT,C(C1=CC=CC=C1)N1CCC(CC1)N(C(=O)C=1OC=CC1)C1=CC=CC=C1,4.1262095921291255,3.3342383948338368,4.1262095921291255
Furanyl norfentanyl,Opioids,DDSUGTXSJFAMIM-UHFFFAOYSA-N,DDSUGTXSJFAMIM,C1(=CC=CC=C1)N(C(=O)C=1OC=CC1)C1CCNCC1,3.572619739596545,2.636690323152346,3.7393528513473218
Furanyl UF-17,Opioids,OSFBKUBOZUWERW-UHFFFAOYSA-N,OSFBKUBOZUWERW,O=C(C1=CC=CO1)N(C2C(N(C)C)CCCC2)C3=CC=CC=C3,3.608938391169474,2.7312602686685774,3.6914216810914087
Furanylethylfentanyl,Opioids,AFTQVAQNGJXATO-UHFFFAOYSA-N,AFTQVAQNGJXATO,CCC(N(C1CCN(CCC2=CC=CO2)CC1)C3=CC=CC=C3)=O,4.143389758768843,3.4114106678795086,4.143389758768843
Furanylfentanyl,Opioids,FZJVHWISUGFFQV-UHFFFAOYSA-N,FZJVHWISUGFFQV,C1(=CC=CC=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,4.152141476816404,3.3308726212312907,4.152141476816404
FXE,Arylcyclohexylamines,FCETYWCLCUZFJI-UHFFFAOYSA-N,FCETYWCLCUZFJI,C(C)NC1(C(CCCC1)=O)C1=CC(=CC=C1)F,3.549914234619536,3.1632387616798,3.549914234619536
G-130,Unknown,KJUOROGOOZJYAI-UHFFFAOYSA-N,KJUOROGOOZJYAI,CC1(C)COC(C2=CC=CC=C2)CN1,3.584744898886537,3.2892968924007664,3.7935823147649215
Gabapentin,Unknown,UGJMXCAKCUNAIE-UHFFFAOYSA-N,UGJMXCAKCUNAIE,O=C(O)CC1(CN)CCCCC1,2.387238333847791,1.722647615279853,2.387238333847791
Gacyclidine,Arylcyclohexylamines,DKFAAPPUYWQKKF-GOEBONIOSA-N,DKFAAPPUYWQKKF,C[C@@H]1[C@](CCCC1)(C=1SC=CC1)N1CCCCC1,3.7054209383958088,3.3401856206496845,3.7054209383958088
Gidazepam,Benzodiazepines,XLGCMZLSEXRBSG-UHFFFAOYSA-N,XLGCMZLSEXRBSG,BrC1=CC2=C(C=C1)N(CC(NN)=O)C(CN=C2C3=CC=CC=C3)=O,3.0522412800500316,2.34798288308401,3.0522412800500316
Glaucine,Plants & extracts,RUZIUYOSRDWYQF-HNNXBMFYSA-N,RUZIUYOSRDWYQF,CN1CCC2=CC(OC)=C(OC)C3=C2[C@]1([H])CC4=CC(OC)=C(OC)C=C34,3.793613107879601,3.022894045425662,3.900381490488863
Glycinexylidide,Unknown,IXYVBZOSGGJWCW-UHFFFAOYSA-N,IXYVBZOSGGJWCW,CC1=C(C(=CC=C1)C)NC(=O)CN,3.004818612452341,2.4623976302826196,3.0652085666616515
GTS-21,Piperidines & pyrrolidines,RPYWXZCFYPVCNQ-RVDMUPIBSA-N,RPYWXZCFYPVCNQ,COC1=CC=C(/C=C2C(C3=CC=CN=C3)=NCCC/2)C(OC)=C1,3.7866950438300133,3.190925578444104,3.850581068553554
Halazepam,Benzodiazepines,WYCLKVQLVUQKNZ-UHFFFAOYSA-N,WYCLKVQLVUQKNZ,ClC=1C=CC2=C(C(=NCC(N2CC(F)(F)F)=O)C2=CC=CC=C2)C1,3.076097678437099,2.5095215870468524,3.149934958833124
Haloxazolam,Benzodiazepines,XDKCGKQHVBOOHC-UHFFFAOYSA-N,XDKCGKQHVBOOHC,BrC=1C=CC2=C(C3(N(CC(N2)=O)CCO3)C3=C(C=CC=C3)F)C1,3.153685192790468,2.4620152771296513,3.1763301191430275
Harmaline,Plants & extracts,RERZNCLIYCABFS-UHFFFAOYSA-N,RERZNCLIYCABFS,CC1=NCCC2=C1NC3=C2C=CC(OC)=C3,3.1978865339450318,2.8186657019255748,3.1978865339450318
Harmine,Plants & extracts,BXNJHAXVSOCGBA-UHFFFAOYSA-N,BXNJHAXVSOCGBA,CC1=NC=CC2=C1NC3=C2C=CC(OC)=C3,3.1978865339450318,2.8186657019255748,3.1978865339450318
HDEP-28,Piperidines & pyrrolidines,OTQVTBPHZRARTL-UHFFFAOYSA-N,OTQVTBPHZRARTL,O=C(OCC)C(C1=CC=C2C=CC=CC2=C1)C3NCCCC3,3.3828652609733814,2.7592717799389934,3.573585070307028
HDMP-28,Piperidines & pyrrolidines,DNRNSIJBSCBESJ-UHFFFAOYSA-N,DNRNSIJBSCBESJ,O=C(OC)C(C1=CC=C2C=CC=CC2=C1)C3NCCCC3,3.2499102095023225,2.64276235844459,3.4478247885026363
Hexanoyl Fentanyl,Opioids,PWKBFVCAQVONRR-UHFFFAOYSA-N,PWKBFVCAQVONRR,CCCCCC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,4.293449510958314,3.68064319172766,4.293449510958314
Hexedrone,Cathinones,BHIZKPHLTVLXIV-UHFFFAOYSA-N,BHIZKPHLTVLXIV,CCCCC(NC)C(C1=CC=CC=C1)=O,3.568125892758024,3.116822142304579,3.6222180571170215
HMA,Phenethylamines,GPBOYXOSSQEJBH-UHFFFAOYSA-N,GPBOYXOSSQEJBH,OC1=CC=C(CC(N)C)C=C1OC,3.0178171142867014,2.4285587835744247,3.0178171142867014
Homarylamine,Phenethylamines,OPJOMVMFYOUDPK-UHFFFAOYSA-N,OPJOMVMFYOUDPK,CNCCC1=CC=C(OCO2)C2=C1,2.763808524832649,2.518124272701532,2.9615435415397053
Hordenine,Phenethylamines,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,KUBCEEMXQZUPDQ,OC1=CC=C(CCN(C)C)C=C1,3.301563047622227,2.4990029873295883,3.301563047622227
HOT-2,Phenethylamines,XGFJCRNRWOXGQM-UHFFFAOYSA-N,XGFJCRNRWOXGQM,C(C)SC1=CC(=C(C=C1OC)CCNO)OC,2.2199891907037324,1.5961027217863464,2.3915907055054313
HOT-7,Phenethylamines,ASTNLROMDNGJLS-UHFFFAOYSA-N,ASTNLROMDNGJLS,COC1=C(C=C(C(=C1)SCCC)OC)CCNO,2.3129905991021054,1.6789436000787972,2.5001313239678726
HU-210,Cannabinoids,SSQJFGMEZBFMNV-PMACEKPBSA-N,SSQJFGMEZBFMNV,OC1=CC(C(CCCCCC)(C)C)=CC2=C1[C@@](CC(CO)=CC3)([H])[C@]3([H])C(C)(C)O2,2.8109558286304317,2.332561779336799,3.0860201106417238
HU-308,Cannabinoids,CFMRIVODIXTERW-BHIFYINESA-N,CFMRIVODIXTERW,OCC1=C[C@@H](C2=C(OC)C=C(C(CCCCCC)(C)C)C=C2OC)[C@@]3([H])C[C@]1([H])C3(C)C,2.7634401957688848,2.35333985115865,3.1075080033534634
HU-331,Cannabinoids,WDXXEUARVHTWQF-DLBZAZTESA-N,WDXXEUARVHTWQF,O=C(C(CCCCC)=C1)C(O)=C([C@@H]2C=C(C)CCC2C(C)=C)C1=O,2.8056544643690433,2.314277107739672,2.9709709256150507
Hydrocodone,Opioids,LLPOLZWFYMWNKH-CMKMFDCUSA-N,LLPOLZWFYMWNKH,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,3.1475559062867475,2.6414116306962923,3.2811312378870165
Hydromorphone,Opioids,WVLOADHCBXTIJK-YNHQPCIGSA-N,WVLOADHCBXTIJK,[H][C@@]12OC3=C(O)C=CC4=C3[C@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,3.250085180147706,2.5275913864712414,3.3557166233243985
Hydroxetamine,Arylcyclohexylamines,CQERUJSORROCGH-UHFFFAOYSA-N,CQERUJSORROCGH,C(C)NC1(C(CCCC1)=O)C1=CC(=CC=C1)O,3.290716642086009,2.849863135983797,3.290716642086009
Hydroxybupropion,Cathinones,AKOAEVOSDHIVFX-UHFFFAOYSA-N,AKOAEVOSDHIVFX,CC(NC(C)(C)CO)C(=O)C1=CC(Cl)=CC=C1,3.007052982651497,2.5989112066171174,3.464397016845238
Hydroxyethylflurazepam,Benzodiazepines,FOCBRQQHNOKOJQ-UHFFFAOYSA-N,FOCBRQQHNOKOJQ,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CCO,2.8634510143952747,2.354815131597552,3.1545105920257916
Hydroxy-THC,Cannabinoids,YCBKSSAWEUDACY-UHFFFAOYSA-N,YCBKSSAWEUDACY,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)CO)O,2.8382384819371493,2.3309409622198705,3.1622855738879228
Ibogaine,Plants & extracts,HSIBGVUMFOSJPD-CFDPKNGZSA-N,HSIBGVUMFOSJPD,COC1=CC2=C(NC3=C2CCN4C5C3CC(C4)CC5CC)C=C1,4.491796731006018,3.69548833547312,4.491796731006018
Iclazepam,Benzodiazepines,PLRHQQPBNXIHAZ-UHFFFAOYSA-N,PLRHQQPBNXIHAZ,ClC=1C=CC2=C(C(=NCC(N2CCOCC2CC2)=O)C2=CC=CC=C2)C1,3.8492516080491574,3.244111787564575,4.133701175094123
IDRA-21,Unknown,VZRNTCHTJRLTMU-UHFFFAOYSA-N,VZRNTCHTJRLTMU,CC(NC1=CC=C(Cl)C=C12)NS2(=O)=O,2.6049270252696735,2.091210689903785,2.6049270252696735
Indane,Unknown,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,PQNFLJBBNBOBRQ,C12=C(CCC2)C=CC=C1,1.474004581528626,0.4051198704021157,1.6275700019327337
iPDMB-FUBINACA,Cannabinoids,PGZWSBQXIISUMA-OAQYLSRUSA-N,PGZWSBQXIISUMA,FC1=CC=C(CN2N=C(C3=CC=CC=C23)C(=O)N[C@H](C(=O)OC(C)C)C(C)(C)C)C=C1,3.183798148538963,2.543707373981082,3.4077154558786527
IPO-33,Cannabinoids,KXUDJKTYZVHPKM-UHFFFAOYSA-N,KXUDJKTYZVHPKM,C(CCCC)N1N=C(C2=CC=CC=C12)C(CC1=CC=CC=C1)=O,4.032666291354074,3.4999455157645336,4.0803561722058355
iPRONE,Cathinones,ZGELXFOIEWJEFM-UHFFFAOYSA-N,ZGELXFOIEWJEFM,CC(NC(C)C)C(C1=CC=C(OCO2)C2=C1)=O,3.023608841358415,2.6119729243193635,3.5161647043093156
Iso-3-CMC,Unknown,CRNFRDNGAHBKFB-UHFFFAOYSA-N,CRNFRDNGAHBKFB,ClC=1C=C(C=CC1)C(C(C)=O)NC,3.4236193091295855,2.414902576871668,3.4236193091295855
Isobutyl-PINAC,Cannabinoids,VVICSADAODYLRT-UHFFFAOYSA-N,VVICSADAODYLRT,C(CCCC)N1N=C(C2=CC=CC=C12)C(=O)OCC(C)C,3.2064260639341313,2.6503819071435872,3.579407939835586
Isobutyryl norfentanyl,Opioids,ULIMTJITWAXNBB-UHFFFAOYSA-N,ULIMTJITWAXNBB,CC(C)C(N(C1=CC=CC=C1)C2CCNCC2)=O,3.5797271958713823,2.979638816387048,3.7482847538771176
Isobutyrylfentanyl,Opioids,WRPFPNIHTOSMKU-UHFFFAOYSA-N,WRPFPNIHTOSMKU,CC(C)C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,4.293051556054404,3.676022473592751,4.293051556054404
Isocarfentanil,Opioids,ICJRJLQXLMKEML-UHFFFAOYSA-N,ICJRJLQXLMKEML,C1(=CC=CC=C1)CCN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C(=O)OC,3.2933174780100773,2.7633849431189663,3.3693231478637697
Iso-ethcathinone,Cathinones,GHVCNLDRNVGRJP-UHFFFAOYSA-N,GHVCNLDRNVGRJP,CC(C(NCC)C1=CC=CC=C1)=O,3.2205329433237813,2.9345438642732136,3.3107887285338533
Isohexedrone,Cathinones,VUULEVJMDBOEPP-UHFFFAOYSA-N,VUULEVJMDBOEPP,CC(CC(C(=O)C1=CC=CC=C1)NC)C,3.6652697042351603,3.1434451256332117,3.6652697042351603
Isohexylone,Cathinones,QGIZGJMDLJAAJI-UHFFFAOYSA-N,QGIZGJMDLJAAJI,CC(C)CC(NC)C(C1=CC=C(OCO2)C2=C1)=O,3.0976512649541514,2.597878898769978,3.4695611477932733
Isopentedrone,Cathinones,ILGRTMNCRBDXBI-UHFFFAOYSA-N,ILGRTMNCRBDXBI,CCCC(C(NC)C1=CC=CC=C1)=O,3.457465572179248,2.910817084703915,3.457465572179248
Isophenmetrazine,Unknown,LQHGEOIBMBXJGV-UHFFFAOYSA-N,LQHGEOIBMBXJGV,CC1COC(C2=CC=CC=C2)CN1,3.3374336815466155,3.03683240425198,3.5100313110655628
Isopropylphenidate,Piperidines & pyrrolidines,AZVPADMEIMLODT-UHFFFAOYSA-N,AZVPADMEIMLODT,C1(=CC=CC=C1)C(C(=O)OC(C)C)C2CCCCN2,3.2736840957635813,2.623306718169325,3.2736840957635813
Isopropyl-U-47700,Opioids,LGYQSYWASFBSHJ-UHFFFAOYSA-N,LGYQSYWASFBSHJ,ClC=1C=C(C(=O)N(C(C)C)C2C(CCCC2)N(C)C)C=CC1Cl,3.1394213739032164,2.639596522002813,3.38845338839191
Isotodesnitazene,Opioids,MXCQZQAWFBUAJT-UHFFFAOYSA-N,MXCQZQAWFBUAJT,C(C)N(CCN1C(=NC2=C1C=CC=C2)CC2=CC=C(C=C2)OC(C)C)CC,4.514054947206241,3.865231147330019,4.514054947206241
Isotonitazene,Opioids,OIOQREYBGDAYGT-UHFFFAOYSA-N,OIOQREYBGDAYGT,C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OC(C)C)CC,4.036798467125652,3.532578900625005,4.148488801342397
Isovaleroylfentanyl,Opioids,HQXKBEMWVAZFPK-UHFFFAOYSA-N,HQXKBEMWVAZFPK,CC(CC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)C,4.181043108547457,3.5675494553289044,4.181043108547457
JTE-907,Cannabinoids,GRAJFFFXJYFVOC-UHFFFAOYSA-N,GRAJFFFXJYFVOC,O=C(C1=CC2=C(NC1=O)C(OCCCCC)=C(OC)C=C2)NCC3=CC=C(OCO4)C4=C3,3.3760008049860306,2.734057860192905,3.8788738741008286
JWH 073 4-hydroxyindole metabolite,Cannabinoids,DKIVMJXJKHHIRO-UHFFFAOYSA-N,DKIVMJXJKHHIRO,O=C(C1=CN(CCCC)C2=C1C(O)=CC=C2)C3=C4C=CC=CC4=CC=C3,3.881306811069548,3.317957027999105,3.881306811069548
JWH 073 5-hydroxyindole metabolite,Cannabinoids,JZGAGMUTAYXMMJ-UHFFFAOYSA-N,JZGAGMUTAYXMMJ,O=C(C1=CN(CCCC)C2=C1C=C(O)C=C2)C3=C4C=CC=CC4=CC=C3,4.145433408731847,3.5335621218669666,4.145433408731847
JWH 184,Cannabinoids,FSOLXFPDIJJWBM-UHFFFAOYSA-N,FSOLXFPDIJJWBM,CC1=CC=C(C2=CC=CC=C12)CC1=CN(C2=CC=CC=C12)CCCCC,4.911470986824788,4.104187640921657,4.911470986824788
JWH 307 3-isomer,Cannabinoids,UYJFMGFYDZRBMH-UHFFFAOYSA-N,UYJFMGFYDZRBMH,O=C(C1=CN(CCCCC)C=C1C2=CC=CC=C2F)C3=C4C=CC=CC4=CC=C3,4.8005442845818465,4.045609856291098,4.8005442845818465
JWH 412 N-(5-hydroxypentyl) metabolite,Cannabinoids,JIQKZFCDBLYORO-UHFFFAOYSA-N,JIQKZFCDBLYORO,O=C(C1=C2C=CC=CC2=C(F)C=C1)C3=CN(CCCCCO)C4=C3C=CC=C4,3.9696659164129278,3.4043535967920278,3.9696659164129278
JWH-004,Cannabinoids,RVLXSTGARMINHX-UHFFFAOYSA-N,RVLXSTGARMINHX,O=C(C1=C(C)N(CCCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,4.814038966501635,4.061657308044294,4.814038966501635
JWH-007,Cannabinoids,IBBNKINXTRKICJ-UHFFFAOYSA-N,IBBNKINXTRKICJ,CC=1N(C2=CC=CC=C2C1C(=O)C1=CC=CC2=CC=CC=C12)CCCCC,4.616827352167469,3.852626302218633,4.616827352167469
JWH-007 (5-OH-Pentyl),Cannabinoids,OPZQEKUQARRISG-UHFFFAOYSA-N,OPZQEKUQARRISG,O=C(C1=C(C)N(CCCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,4.030343863686237,3.471214575845014,4.030343863686237
JWH-007 (N-Pentanoic acid),Cannabinoids,JQQAGKPROYKDMC-UHFFFAOYSA-N,JQQAGKPROYKDMC,C1(=CC=CC2=CC=CC=C12)C(=O)C1=C(N(C2=CC=CC=C12)CCCCC(=O)O)C,3.8649240730577663,3.4155776007007503,3.8649240730577663
JWH-011,Cannabinoids,HVIWIQFCDXFBDK-UHFFFAOYSA-N,HVIWIQFCDXFBDK,CCCCCC(C)N1C(C)=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,5.039491046538762,4.172675861908795,5.039491046538762
JWH-015,Cannabinoids,LJSBBBWQTLXQEN-UHFFFAOYSA-N,LJSBBBWQTLXQEN,O=C(C1=C(C)N(CCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,4.131631968418068,3.4101265472537765,4.131631968418068
JWH-016,Cannabinoids,QKXRHYJSCZFHEK-UHFFFAOYSA-N,QKXRHYJSCZFHEK,O=C(C1=C(C)N(CCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,4.527271223265974,3.792033416820907,4.527271223265974
JWH-018,Cannabinoids,JDNLPKCAXICMBW-UHFFFAOYSA-N,JDNLPKCAXICMBW,CCCCCN1C=C(C(C2=C3C=CC=CC3=CC=C2)=O)C4=C1C=CC=C4,4.561734745268032,3.819490387059543,4.561734745268032
