Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;2-[4-(Diethylamino)-2-hydroxybenzoyl]benzoic acid;6;5809-23-4;DTXSID4027604;DTXCID507604;1;505;5.53;High;0.49;5.34E+05;0.636;3.40E+05;5.81;0.911;0.49;NA;NA;;NA;6.94E+05;1.227;0.008;YES;2.504;1.782;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.167;7.502;8.021;6.983;NO;1.019;0.006;YES;2.081;1.203
Esi-;CI-1029;6;207736-05-8;DTXSID8047262;DTXCID50911718;1;505;4.42;Low;0.024;2.13E+05;0.609;1.30E+05;6.59;0.898;0.022;NA;NA;;NA;5.40E+06;0.468;0.003;YES;19.483;2.163;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.61;7.543;8.062;7.024;NO;0.332;0.002;YES;13.83;1.409
Esi-;CI-1029;6;207736-05-8;DTXSID8047262;DTXCID50911718;1;505;4.42;Mid;0.122;1.09E+06;0.621;6.75E+05;6.59;0.898;0.141;NA;NA;;NA;5.53E+06;2.436;0.015;YES;19.964;2.163;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.614;7.543;8.062;7.024;NO;1.729;0.008;YES;14.171;1.409
Esi-;CI-1029;6;207736-05-8;DTXSID8047262;DTXCID50911718;1;505;4.42;High;0.49;3.03E+06;0.636;1.93E+06;6.59;0.898;0.453;NA;NA;;NA;3.93E+06;6.953;0.043;YES;14.189;2.163;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.547;7.543;8.062;7.024;NO;4.935;0.024;YES;10.072;1.409
Esi-;Hydroxyflutamide;6;52806-53-8;DTXSID8033562;DTXCID6013562;1;505;6.54;Low;0.024;2.41E+06;0.609;1.47E+06;7.81;1.004;0.023;NA;NA;;NA;6.11E+07;5.29;0.032;NO;220.4;1.549;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;8.023;7.477;7.996;6.959;NO;4.833;0.029;NO;201.379;1.094
Esi-;Hydroxyflutamide;6;52806-53-8;DTXSID8033562;DTXCID6013562;1;505;6.54;Mid;0.122;1.41E+07;0.621;8.77E+06;7.81;1.004;0.136;NA;NA;;NA;7.19E+07;31.646;0.194;NO;259.394;1.549;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;8.047;7.477;7.996;6.959;NO;28.915;0.173;NO;237.009;1.094
Esi-;Hydroxyflutamide;6;52806-53-8;DTXSID8033562;DTXCID6013562;1;505;6.54;High;0.49;4.72E+07;0.636;3.00E+07;7.81;1.004;0.463;NA;NA;;NA;6.12E+07;108.299;0.664;NO;221.018;1.549;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;8.024;7.477;7.996;6.959;NO;98.953;0.591;NO;201.944;1.094
Esi-;Diflufenzopyr-sodium;6;109293-98-3;DTXSID9032375;DTXCID6014538;1;502;1.45;Low;0.061;1.73E+05;0.531;9.17E+04;6.5;1.281;0.063;NA;NA;;NA;1.50E+06;0.331;0.002;YES;5.429;1.594;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.345;7.482;8;6.963;NO;0.297;0.002;YES;4.871;1.115
Esi-;Diflufenzopyr-sodium;6;109293-98-3;DTXSID9032375;DTXCID6014538;1;502;1.45;Mid;0.244;9.96E+05;0.484;4.82E+05;6.5;1.281;0.229;NA;NA;;NA;1.98E+06;1.74;0.011;YES;7.13;1.594;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.405;7.482;8;6.963;NO;1.561;0.009;YES;6.397;1.115
Esi-;Diflufenzopyr-sodium;6;109293-98-3;DTXSID9032375;DTXCID6014538;1;502;1.45;High;0.732;4.53E+06;0.493;2.23E+06;6.5;1.281;0.758;NA;NA;;NA;3.05E+06;8.059;0.049;YES;11.009;1.594;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.496;7.482;8;6.963;NO;7.23;0.043;YES;9.878;1.115
Esi-;Famoxadone;6;131807-57-3;DTXSID8034588;DTXCID6014588;1;505;10.26;Low;0.024;4.54E+04;0.609;2.76E+04;5.8;0.81;0.021;NA;NA;;NA;1.15E+06;0.1;0.001;YES;4.155;1.279;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.285;7.448;7.966;6.93;NO;0.102;0.001;YES;4.234;0.981
Esi-;Famoxadone;6;131807-57-3;DTXSID8034588;DTXCID6014588;1;505;10.26;Mid;0.122;2.25E+05;0.621;1.40E+05;5.8;0.81;0.158;NA;NA;;NA;1.15E+06;0.505;0.003;YES;4.138;1.279;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.284;7.448;7.966;6.93;NO;0.514;0.003;YES;4.217;0.981
Esi-;Famoxadone;6;131807-57-3;DTXSID8034588;DTXCID6014588;1;505;10.26;High;0.49;4.92E+05;0.636;3.13E+05;5.8;0.81;0.427;NA;NA;;NA;6.39E+05;1.13;0.007;YES;2.306;1.279;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.147;7.448;7.966;6.93;NO;1.152;0.007;YES;2.35;0.981
Esi-;2,7-Acetylaminofluorene;6;304-28-9;DTXSID9021479;DTXCID601479;1;505;2.79;Low;0.024;5.63E+04;0.609;3.43E+04;6.01;0.891;0.022;NA;NA;;NA;1.43E+06;0.124;0.001;YES;5.16;0.932;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.334;7.411;7.929;6.893;NO;0.145;0.001;YES;6.037;0.855
Esi-;2,7-Acetylaminofluorene;6;304-28-9;DTXSID9021479;DTXCID601479;1;505;2.79;Mid;0.122;2.87E+05;0.621;1.78E+05;6.01;0.891;0.142;NA;NA;;NA;1.46E+06;0.644;0.004;YES;5.275;0.932;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.339;7.411;7.929;6.893;NO;0.753;0.005;YES;6.172;0.855
Esi-;2,7-Acetylaminofluorene;6;304-28-9;DTXSID9021479;DTXCID601479;1;505;2.79;High;0.49;7.84E+05;0.636;4.99E+05;6.01;0.891;0.451;NA;NA;;NA;1.02E+06;1.801;0.011;YES;3.676;0.932;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.257;7.411;7.929;6.893;NO;2.107;0.015;YES;4.3;0.855
Esi-;Oxycarboxin;6;5259-88-1;DTXSID8034792;DTXCID6014792;1;502;1.96;Low;0.061;4.43E+04;0.531;2.35E+04;5.68;1.075;0.06;NA;NA;;NA;3.85E+05;0.085;0.001;YES;1.391;1.313;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.021;7.452;7.97;6.933;NO;0.085;0.001;YES;1.398;0.995
Esi-;Oxycarboxin;6;5259-88-1;DTXSID8034792;DTXCID6014792;1;502;1.96;Mid;0.244;2.27E+05;0.484;1.10E+05;5.68;1.075;0.253;NA;NA;;NA;4.51E+05;0.397;0.002;YES;1.628;1.313;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.061;7.452;7.97;6.933;NO;0.399;0.003;YES;1.637;0.995
Esi-;Oxycarboxin;6;5259-88-1;DTXSID8034792;DTXCID6014792;1;502;1.96;High;0.732;6.87E+05;0.493;3.39E+05;5.68;1.075;0.718;NA;NA;;NA;4.63E+05;1.222;0.007;YES;1.67;1.313;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.067;7.452;7.97;6.933;NO;1.229;0.008;YES;1.678;0.995
Esi-;2,2',6,6'-Tetrachlorobisphenol A;6;79-95-8;DTXSID3021770;DTXCID601770;1;506;10.44;Low;0.024;4.30E+04;1.652;7.10E+04;6.41;0.968;0.025;NA;NA;;NA;2.96E+06;0.256;0.002;YES;10.675;1.921;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.49;7.517;8.036;6.998;NO;0.201;0.001;YES;8.378;1.274
Esi-;2,2',6,6'-Tetrachlorobisphenol A;6;79-95-8;DTXSID3021770;DTXCID601770;1;506;10.44;Mid;0.122;2.12E+05;1.517;3.21E+05;6.41;0.968;0.117;NA;NA;;NA;2.63E+06;1.16;0.007;YES;9.511;1.921;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.466;7.517;8.036;6.998;NO;0.911;0.005;YES;7.464;1.274
Esi-;2,2',6,6'-Tetrachlorobisphenol A;6;79-95-8;DTXSID3021770;DTXCID601770;1;506;10.44;High;0.49;8.76E+05;1.508;1.32E+06;6.41;0.968;0.502;NA;NA;;NA;2.70E+06;4.769;0.029;YES;9.732;1.921;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.47;7.517;8.036;6.998;NO;3.742;0.02;YES;7.637;1.274
Esi-;Phenobarbital sodium;6;57-30-7;DTXSID0021123;DTXCID60196670;1;505;2.5;Mid;0.122;1.88E+05;0.621;1.17E+05;5.67;0.665;0.122;NA;NA;;NA;9.57E+05;0.421;0.003;YES;3.453;0.976;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.242;7.415;7.933;6.898;NO;0.484;0.003;YES;3.97;0.87
Esi-;Phenobarbital sodium;6;57-30-7;DTXSID0021123;DTXCID60196670;1;505;2.5;High;0.49;4.63E+05;0.636;2.94E+05;5.67;0.665;0.49;NA;NA;;NA;6.00E+05;1.062;0.007;YES;2.167;0.976;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.132;7.415;7.933;6.898;NO;1.221;0.009;YES;2.492;0.87
Esi-;(9Z,12R)-12-Hydroxyoctadec-9-enoic acid;6;141-22-0;DTXSID0041567;DTXCID60196756;1;505;11.68;Low;0.024;2.44E+05;0.609;1.49E+05;6.5;0.826;0.025;NA;NA;;NA;6.19E+06;0.536;0.003;YES;22.349;1.109;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.636;7.43;7.948;6.912;NO;0.585;0.004;YES;24.372;0.917
Esi-;(9Z,12R)-12-Hydroxyoctadec-9-enoic acid;6;141-22-0;DTXSID0041567;DTXCID60196756;1;505;11.68;Mid;0.122;8.29E+05;0.621;5.15E+05;6.5;0.826;0.112;NA;NA;;NA;4.22E+06;1.858;0.011;YES;15.233;1.109;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.561;7.43;7.948;6.912;NO;2.027;0.014;YES;16.612;0.917
Esi-;(9Z,12R)-12-Hydroxyoctadec-9-enoic acid;6;141-22-0;DTXSID0041567;DTXCID60196756;1;505;11.68;High;0.49;2.84E+06;0.636;1.81E+06;6.5;0.826;0.513;NA;NA;;NA;3.68E+06;6.517;0.04;YES;13.3;1.109;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.534;7.43;7.948;6.912;NO;7.107;0.048;YES;14.504;0.917
Esi-;Pravastatin sodium;6;81131-70-6;DTXSID6047525;DTXCID60197223;1;506;4.59;Mid;0.061;4.38E+04;1.517;6.64E+04;5.73;0.747;0.061;NA;NA;;NA;1.09E+06;0.24;0.001;YES;3.93;1.438;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.272;7.465;7.983;6.947;NO;0.229;0.001;YES;3.757;1.046
Esi-;Pravastatin sodium;6;81131-70-6;DTXSID6047525;DTXCID60197223;1;506;4.59;High;0.245;1.24E+05;1.508;1.88E+05;5.73;0.747;0.245;NA;NA;;NA;7.66E+05;0.677;0.004;YES;2.765;1.438;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.19;7.465;7.983;6.947;NO;0.648;0.004;YES;2.643;1.046
Esi-;Ioxynil;6;1689-83-4;DTXSID8022161;DTXCID602161;1;506;2.48;Low;0.024;5.00E+05;1.652;8.26E+05;7.52;0.994;0.024;NA;NA;;NA;3.44E+07;2.981;0.018;YES;124.199;0.705;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.935;7.386;7.904;6.869;NO;3.813;0.029;NO;158.877;0.782
Esi-;Ioxynil;6;1689-83-4;DTXSID8022161;DTXCID602161;1;506;2.48;Mid;0.122;2.65E+06;1.517;4.03E+06;7.52;0.994;0.119;NA;NA;;NA;3.30E+07;14.538;0.089;YES;119.166;0.705;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.928;7.386;7.904;6.869;NO;18.598;0.142;NO;152.439;0.782
Esi-;Ioxynil;6;1689-83-4;DTXSID8022161;DTXCID602161;1;506;2.48;High;0.49;1.10E+07;1.508;1.66E+07;7.52;0.994;0.496;NA;NA;;NA;3.39E+07;59.916;0.367;YES;122.278;0.705;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.932;7.386;7.904;6.869;NO;76.646;0.585;NO;156.42;0.782
Esi-;Acifluorfen;6;50594-66-6;DTXSID0020022;DTXCID6022;1;506;6.03;Mid;0.122;1.18E+05;1.517;1.80E+05;5.98;0.792;0.122;NA;NA;;NA;1.47E+06;0.649;0.004;YES;5.317;1.961;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.34;7.521;8.04;7.002;NO;0.501;0.003;YES;4.105;1.295
Esi-;Acifluorfen;6;50594-66-6;DTXSID0020022;DTXCID6022;1;506;6.03;High;0.49;3.59E+05;1.508;5.41E+05;5.98;0.792;0.49;NA;NA;;NA;1.10E+06;1.952;0.012;YES;3.983;1.961;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.275;7.521;8.04;7.002;NO;1.507;0.008;YES;3.075;1.295
Esi-;4,4'-Sulfonyldiphenol;6;80-09-1;DTXSID3022409;DTXCID602409;1;506;1.95;Low;0.024;1.52E+05;1.652;2.51E+05;6.6;0.788;0.03;NA;NA;;NA;1.04E+07;0.905;0.006;YES;37.722;1.037;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.733;7.422;7.94;6.904;NO;1.016;0.007;YES;42.342;0.891
Esi-;4,4'-Sulfonyldiphenol;6;80-09-1;DTXSID3022409;DTXCID602409;1;506;1.95;Mid;0.122;3.44E+05;1.517;5.22E+05;6.6;0.788;0.076;NA;NA;;NA;4.28E+06;1.885;0.012;YES;15.448;1.037;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.564;7.422;7.94;6.904;NO;2.115;0.015;YES;17.34;0.891
Esi-;4,4'-Sulfonyldiphenol;6;80-09-1;DTXSID3022409;DTXCID602409;1;506;1.95;High;0.49;1.84E+06;1.508;2.78E+06;6.6;0.788;0.633;NA;NA;;NA;5.67E+06;10.026;0.061;YES;20.462;1.037;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.619;7.422;7.94;6.904;NO;11.254;0.078;YES;22.968;0.891
Esi-;2,4,4'-Trihydroxybenzophenone;6;1470-79-7;DTXSID8044836;DTXCID6024836;1;505;3.69;Low;0.024;4.61E+05;0.609;2.81E+05;6.84;0.845;0.023;NA;NA;;NA;1.17E+07;1.014;0.006;YES;42.265;1.465;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.753;7.468;7.986;6.95;NO;0.959;0.006;YES;39.957;1.058
Esi-;2,4,4'-Trihydroxybenzophenone;6;1470-79-7;DTXSID8044836;DTXCID6024836;1;505;3.69;Mid;0.122;2.10E+06;0.621;1.30E+06;6.84;0.845;0.139;NA;NA;;NA;1.07E+07;4.699;0.029;YES;38.514;1.465;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.737;7.468;7.986;6.95;NO;4.442;0.027;YES;36.411;1.058
Esi-;2,4,4'-Trihydroxybenzophenone;6;1470-79-7;DTXSID8044836;DTXCID6024836;1;505;3.69;High;0.49;5.60E+06;0.636;3.56E+06;6.84;0.845;0.457;NA;NA;;NA;7.27E+06;12.856;0.079;YES;26.238;1.465;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.666;7.468;7.986;6.95;NO;12.154;0.074;YES;24.805;1.058
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;499;5.63;Low;0.024;3.29E+04;1.853;6.09E+04;6.71;1.086;0.017;0.033;0.008;YES;1.392;2.54E+06;0.22;0.001;YES;9.167;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.458;7.406;7.924;6.888;NO;0.262;0.002;YES;10.924;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;499;5.63;Mid;0.122;2.96E+05;1.583;4.69E+05;6.71;1.086;0.111;0.215;0.057;YES;1.761;3.84E+06;1.692;0.01;YES;13.866;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.543;7.406;7.924;6.888;NO;2.016;0.015;YES;16.523;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;499;5.63;High;0.49;1.01E+06;1.64;1.65E+06;6.71;1.086;0.355;0.705;0.184;YES;1.439;3.37E+06;5.956;0.037;YES;12.156;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.516;7.406;7.924;6.888;NO;7.098;0.051;YES;14.486;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;501;5.93;Low;0.024;2.35E+05;0.534;1.25E+05;6.71;1.086;0.033;0.064;0.016;YES;2.664;5.22E+06;0.452;0.003;YES;18.85;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.603;7.406;7.924;6.888;NO;0.539;0.004;YES;22.463;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;501;5.93;Mid;0.122;1.27E+06;0.498;6.30E+05;6.71;1.086;0.146;0.283;0.076;YES;2.324;5.17E+06;2.276;0.014;YES;18.656;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.601;7.406;7.924;6.888;NO;2.712;0.02;YES;22.232;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;501;5.93;High;0.49;4.82E+06;0.551;2.65E+06;6.71;1.086;0.549;1.113;0.284;YES;2.271;5.41E+06;9.578;0.059;YES;19.548;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.61;7.406;7.924;6.888;NO;11.414;0.083;YES;23.295;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;502;5.55;Low;0.061;5.84E+05;0.531;3.10E+05;6.71;1.086;0.076;0.146;0.039;YES;2.4;5.08E+06;1.119;0.007;YES;18.344;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.598;7.406;7.924;6.888;NO;1.333;0.01;YES;21.86;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;502;5.55;Mid;0.244;3.02E+06;0.484;1.46E+06;6.71;1.086;0.317;0.628;0.165;YES;2.572;5.99E+06;5.273;0.032;YES;21.611;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.63;7.406;7.924;6.888;NO;6.284;0.046;YES;25.754;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;502;5.55;High;0.732;9.06E+06;0.493;4.47E+06;6.71;1.086;0.887;1.844;0.453;YES;2.519;6.10E+06;16.119;0.099;YES;22.021;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.633;7.406;7.924;6.888;NO;19.209;0.139;YES;26.242;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;503;5.58;Low;0.024;3.53E+04;1.795;6.33E+04;6.71;1.086;0.018;0.035;0.008;YES;1.441;2.64E+06;0.229;0.001;YES;9.528;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.466;7.406;7.924;6.888;NO;0.273;0.002;YES;11.355;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;503;5.58;Mid;0.122;2.44E+05;1.812;4.41E+05;6.71;1.086;0.105;0.203;0.054;YES;1.665;3.62E+06;1.593;0.01;YES;13.056;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.531;7.406;7.924;6.888;NO;1.898;0.014;YES;15.559;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;503;5.58;High;0.49;9.41E+05;1.594;1.50E+06;6.71;1.086;0.325;0.644;0.169;YES;1.314;3.06E+06;5.415;0.033;YES;11.051;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.497;7.406;7.924;6.888;NO;6.453;0.047;YES;13.169;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;505;5.6;Low;0.024;2.31E+05;0.609;1.41E+05;6.71;1.086;0.037;0.071;0.018;YES;2.957;5.86E+06;0.508;0.003;YES;21.147;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.625;7.406;7.924;6.888;NO;0.605;0.004;YES;25.2;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;505;5.6;Mid;0.122;1.36E+06;0.621;8.44E+05;6.71;1.086;0.191;0.373;0.099;YES;3.056;6.92E+06;3.046;0.019;YES;24.968;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.657;7.406;7.924;6.888;NO;3.63;0.026;YES;29.754;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;505;5.6;High;0.49;4.45E+06;0.636;2.83E+06;6.71;1.086;0.583;1.184;0.3;YES;2.416;5.77E+06;10.212;0.063;YES;20.84;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.623;7.406;7.924;6.888;NO;12.169;0.088;YES;24.835;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;506;5.48;Low;0.024;3.48E+04;1.652;5.75E+04;6.71;1.086;0.016;0.032;0.008;YES;1.322;2.40E+06;0.208;0.001;YES;8.653;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.446;7.406;7.924;6.888;NO;0.247;0.002;YES;10.312;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;506;5.48;Mid;0.122;2.89E+05;1.517;4.39E+05;6.71;1.086;0.105;0.202;0.054;YES;1.657;3.60E+06;1.585;0.01;YES;12.994;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.53;7.406;7.924;6.888;NO;1.889;0.014;YES;15.484;0.839
Esi-;Propylparaben;6;94-13-3;DTXSID4022527;DTXCID602527;6;506;5.48;High;0.49;1.29E+06;1.508;1.94E+06;6.71;1.086;0.413;0.825;0.214;YES;1.684;3.97E+06;7.02;0.043;YES;14.326;0.886;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.549;7.406;7.924;6.888;NO;8.365;0.061;YES;17.072;0.839
Esi-;CP-544439;6;230954-09-3;DTXSID8047266;DTXCID6027266;1;505;5.27;Low;0.024;2.17E+05;0.609;1.32E+05;6.65;0.926;0.022;NA;NA;;NA;5.50E+06;0.476;0.003;YES;19.848;2.128;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.613;7.539;8.058;7.02;NO;0.343;0.002;YES;14.299;1.388
Esi-;CP-544439;6;230954-09-3;DTXSID8047266;DTXCID6027266;1;505;5.27;Mid;0.122;1.20E+06;0.621;7.47E+05;6.65;0.926;0.144;NA;NA;;NA;6.12E+06;2.696;0.017;YES;22.097;2.128;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.634;7.539;8.058;7.02;NO;1.942;0.01;YES;15.919;1.388
Esi-;CP-544439;6;230954-09-3;DTXSID8047266;DTXCID6027266;1;505;5.27;High;0.49;3.35E+06;0.636;2.13E+06;6.65;0.926;0.448;NA;NA;;NA;4.35E+06;7.691;0.047;YES;15.696;2.128;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.567;7.539;8.058;7.02;NO;5.541;0.028;YES;11.307;1.388
Esi-;FR130739;6;136042-19-8;DTXSID1048178;DTXCID6028153;1;504;6.46;Low;0.024;5.58E+04;1.882;1.05E+05;6.44;0.87;0.024;NA;NA;;NA;4.38E+06;0.379;0.002;YES;15.809;1.082;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.569;7.427;7.945;6.909;NO;0.418;0.003;YES;17.432;0.907
Esi-;FR130739;6;136042-19-8;DTXSID1048178;DTXCID6028153;1;504;6.46;Mid;0.122;2.97E+05;1.519;4.51E+05;6.44;0.87;0.126;NA;NA;;NA;3.70E+06;1.629;0.01;YES;13.35;1.082;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.535;7.427;7.945;6.909;NO;1.796;0.012;YES;14.721;0.907
Esi-;FR130739;6;136042-19-8;DTXSID1048178;DTXCID6028153;1;504;6.46;High;0.49;9.03E+05;1.602;1.45E+06;6.44;0.87;0.481;NA;NA;;NA;2.95E+06;5.224;0.032;YES;10.662;1.082;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.489;7.427;7.945;6.909;NO;5.761;0.04;YES;11.757;0.907
